timestamp_ms,alpha,beta,gamma,a,b,c
1765810702567,219,1,0.2,-11.308791272220388,-88.98019808867183,140.31053664755066
1765810702584,220.5,0.9,0.30000000000000004,-18.43345653676847,-89.05132060333251,148.93581278508998
1765810702601,222,1,0.4,-21.79924281390278,-88.92297458091515,153.802733575196
1765810702617,222.70000000000002,1,0.4,-21.79924281390278,-88.92297458091515,154.50273357519598
1765810702634,224.20000000000002,0.9,0.4,-23.96056727030589,-89.01512090068464,158.16370894031684
1765810702651,225.70000000000002,0.9,0.4,-23.96056727030589,-89.01512090068464,159.66370894031684
1765810702667,226.4,0.9,0.5,-29.05229477284377,-88.9704469717972,165.45622186932889
1765810702684,227.8,0.9,0.5,-29.05229477284377,-88.9704469717972,166.85622186932886
1765810702701,228.5,0.9,0.5,-29.05229477284377,-88.9704469717972,167.55622186932888
1765810702717,229.9,0.9,0.5,-29.05229477284377,-88.9704469717972,168.95622186932886
1765810702734,231.4,0.9,0.4,-23.96056727030589,-89.01512090068464,165.36370894031683
1765810702751,232.8,0.9,0.4,-23.96056727030589,-89.01512090068464,166.76370894031683
1765810702767,233.60000000000002,0.9,0.4,-23.96056727030589,-89.01512090068464,167.56370894031684
1765810702784,235.10000000000002,1,0.4,-21.79924281390278,-88.92297458091515,166.902733575196
1765810702801,235.9,1,0.30000000000000004,-16.697570919856016,-88.95597372577357,162.60018898617412
1765810702817,237.5,1,0.2,-11.308791272220388,-88.98019808867183,158.81053664755063
1765810702834,239.20000000000002,1.1,0,0,-88.9,149.20000000000005
1765810702851,240,1.1,-0.1,5.193791560519525,-88.89546445446696,144.80524847866224
1765810702867,241.60000000000002,1.1,-0.30000000000000004,15.253265245642067,-88.85982942412299,136.3438548660555
1765810702884,242.5,1.2000000000000002,-0.4,18.43229582877092,-88.73509818380161,134.06351521088826
1765810702901,244.10000000000002,1.2000000000000002,-0.6000000000000001,26.561281107413603,-88.65837883134408,127.53243542017758
1765810702917,245.70000000000002,1.2000000000000002,-0.7000000000000001,30.252170405550785,-88.61078138827084,125.44049885244964
1765810702934,246.5,1.2000000000000002,-0.7000000000000001,30.252170405550785,-88.61078138827084,126.24049885244959
1765810702951,248,1.3,-0.8,31.60228244546385,-88.47360222416646,126.38864130561845
1765810702967,249.5,1.3,-0.8,31.60228244546385,-88.47360222416646,127.88864130561846
1765810702984,250.20000000000002,1.2000000000000002,-0.8,33.68534147246531,-88.55781193404749,126.5062805047798
1765810703001,251.60000000000002,1.1,-0.7000000000000001,32.46735805566558,-88.6961826065873,129.12592213673557
1765810703017,253,1,-0.7000000000000001,34.9886172682179,-88.77936481931908,128.00527384834854
1765810703034,253.70000000000002,1,-0.6000000000000001,30.960727773751714,-88.83382529400606,132.73403605772657
1765810703051,255.10000000000002,1,-0.5,26.562433106773014,-88.8819773640169,138.53320343164228
1765810703067,256.40000000000003,1,-0.2,11.308791272220388,-88.98019808867183,155.0894633524494
1765810703084,257,1,0,0,-89,167
1765810703101,258.2,0.9,0.4,-23.96056727030589,-89.01512090068464,-167.83629105968325
1765810703117,259.40000000000003,0.9,0.8,-41.63027485026288,-88.79586239965697,-148.96344173315785
1765810703134,260,0.9,1,-48.0089977458373,-88.65466816351002,-141.98314791166422
1765810703151,261.1,0.9,1.3,-55.300340077974795,-88.41890512744666,-133.5894490979335
1765810703167,261.7,0.9,1.3,-55.300340077974795,-88.41890512744666,-132.98944909793352
1765810703184,262.8,0.8,1.2000000000000002,-56.3062805047798,-88.55781193404749,-130.88534147246526
1765810703201,264,0.7000000000000001,1.3,-61.69600196719616,-88.52354617013751,-124.29605634523733
1765810703217,265.2,0.7000000000000001,1.4000000000000001,-63.43152773929876,-88.43478356865322,-121.35991961547086
1765810703234,265.90000000000003,0.7000000000000001,1.4000000000000001,-63.43152773929876,-88.43478356865322,-120.6599196154708
1765810703251,267.2,0.8,1.4000000000000001,-60.25105850733327,-88.38758794888605,-122.53916700376129
1765810703268,267.90000000000003,0.8,1.4000000000000001,-60.25105850733327,-88.38758794888605,-121.83916700376125
1765810703284,269.3,0.9,1.4000000000000001,-57.26003641193423,-88.33571673462923,-123.42896724059929
1765810703301,270.7,0.9,1.4000000000000001,-57.26003641193423,-88.33571673462923,-122.02896724059927
1765810703317,271.5,0.9,1.4000000000000001,-57.26003641193423,-88.33571673462923,-121.22896724059929
1765810703334,273,1,1.4000000000000001,-54.45687352361711,-88.27959278909832,-122.53090825360843
1765810703351,274.5,1.1,1.4000000000000001,-51.83658331335564,-88.21961825040995,-123.64997656995389
1765810703367,275.3,1.1,1.4000000000000001,-51.83658331335564,-88.21961825040995,-122.8499765699539
1765810703384,276.8,1.2000000000000002,1.4000000000000001,-49.39174806745212,-88.15616882656145,-123.7935899014721
